# Loads the data for the Buses and assigns the columns
param: BUS: bus_num bus_Pd:= 
1	1	0
2	2	42.801
3	3	0
4	4	132.687
5	5	0
6	6	3.213
7	7	0
8	8	0
9	9	0
10	10	0
11	11	2.472
12	12	0
13	13	37.161
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	4.542
21	21	0
22	22	148.698
23	23	0
24	24	0
25	25	2.283
26	26	21.663
27	27	0
28	28	62.931
29	29	0
30	30	99.972
31	31	0
32	32	9.765
33	33	0
34	34	24.999
35	35	0
36	36	43.35
37	37	0
38	38	0.129
39	39	0
40	40	0
41	41	57.99
42	42	0
43	43	4.461
44	44	0
45	45	2.031
46	46	0
47	47	43.41
48	48	0
49	49	0
50	50	0
51	51	0.354
52	52	23.388
53	53	0
54	54	34.809
55	55	0
56	56	2.253
57	57	0
58	58	0
59	59	140.937
60	60	0
61	61	0.204
62	62	0
63	63	0
64	64	34.776
65	65	0
66	66	0
67	67	4.569
68	68	0
69	69	16.962
70	70	0
71	71	0
72	72	0
73	73	0
74	74	0
75	75	5.301
76	76	0
77	77	6.951
78	78	0
79	79	0.381
80	80	0
81	81	0
82	82	0
83	83	0
84	84	61.407
85	85	0
86	86	17.592
87	87	0
88	88	5.253
89	89	0
90	90	5.901
91	91	0
92	92	65.028
93	93	0
94	94	5.214
95	95	0
96	96	33.999
97	97	0
98	98	37.092
99	99	0
100	100	13.521
101	101	0.891
102	102	0
103	103	38.802
104	104	0
105	105	80.334
106	106	0
107	107	16.005
108	108	0
109	109	47.583
110	110	0
111	111	62.289
112	112	0
113	113	45.99
114	114	0
115	115	5.061
116	116	3.099
117	117	0
118	118	8.832
119	119	0
120	120	31.65
121	121	0
122	122	53.364
123	123	0
124	124	0
125	125	0
126	126	0
127	127	0
128	128	0
129	129	0
130	130	103.242
131	131	0
132	132	25.203
133	133	0
134	134	42.645
135	135	0
136	136	26.757
137	137	0
138	138	78.705
139	139	0
140	140	0.255
141	141	0
142	142	161.343
143	143	0
144	144	0
145	145	0
146	146	0
147	147	0
148	148	57.42
149	149	0
150	150	1.503
151	151	0
152	152	0
153	153	93.153
154	154	0
155	155	66.843
156	156	0
157	157	105.453
158	158	0
159	159	22.851
160	160	0
161	161	25.953
162	162	0
163	163	0
164	164	98.151
165	165	0
166	166	0
167	167	0
168	168	0
169	169	0
170	170	0
171	171	12.375
172	172	0
173	173	3.135
174	174	7.305
175	175	0
176	176	0
177	177	8.781
178	178	6.813
179	179	0
180	180	14.136
181	181	0
182	182	82.614
183	183	0
184	184	30.177
185	185	0
186	186	45.348
187	187	0
188	188	11.049
189	189	0
190	190	14.07
191	191	0
192	192	16.44
193	193	0
194	194	28.695
195	195	0
196	196	0
197	197	0
198	198	0
199	199	86.394
200	200	0
201	201	8.889
202	202	0
203	203	4.689
204	204	45.666
205	205	0
206	206	3.009
207	207	22.572
208	208	0
209	209	81.855
210	210	0
211	211	34.278
212	212	0
213	213	97.482
214	214	0
215	215	84.477
216	216	0
217	217	55.101
218	218	0
219	219	0.333
220	220	0
221	221	0
222	222	0
223	223	0
224	224	0
225	225	0
226	226	0
227	227	5.424
228	228	0
229	229	54.09
230	230	0
231	231	0
232	232	0
233	233	0
234	234	59.964
235	235	0
236	236	0
237	237	2.712
238	238	0
239	239	39.132
240	240	0
241	241	19.74
242	242	0
243	243	74.466
244	244	0
245	245	11.835
246	246	0
247	247	0
248	248	0
249	249	0
250	250	0
251	251	0
252	252	118.683
253	253	0
254	254	0
255	255	0
256	256	0
257	257	0
258	258	0
259	259	8.16
260	260	0
261	261	18.684
262	262	0
263	263	0
264	264	0
265	265	0
266	266	61.782
267	267	0
268	268	117.147
269	269	0
270	270	6.801
271	271	0
272	272	0
273	273	9.492
274	274	0
275	275	0
276	276	0
277	277	0.405
278	278	5.769
279	279	0
280	280	16.944
281	281	0
282	282	117.303
283	283	0
284	284	32.649
285	285	0
286	286	8.268
287	287	0
288	288	58.107
289	289	0
290	290	3.69
291	291	0
292	292	7.617
293	293	0
294	294	25.605
295	295	0
296	296	7.788
297	297	0
298	298	0
299	299	14.568
300	300	0
301	301	0
302	302	0
303	303	86.757
304	304	0
305	305	0
306	306	0
307	307	76.044
308	308	0
309	309	9.03
310	310	0
311	311	43.83
312	312	0
313	313	12.438
314	314	0
315	315	0.426
316	316	0
317	317	3.753
318	318	0
319	319	0
320	320	0
321	321	150.423
322	322	0
323	323	45.27
324	324	0
325	325	103.461
326	326	0
327	327	121.068
328	328	0
329	329	26.019
330	330	0
331	331	57.174
332	332	0
333	333	0
334	334	0.501
335	335	0.834
336	336	0
337	337	5.673
338	338	0
339	339	75.105
340	340	0
341	341	24.222
342	342	0
343	343	2.511
344	344	2.43
345	345	0
346	346	47.583
347	347	0
348	348	86.397
349	349	0
350	350	0
351	351	0
352	352	0
353	353	0
354	354	0
355	355	19.965
356	356	0
357	357	55.734
358	358	0
359	359	14.586
360	360	0
361	361	0
362	362	0
363	363	0
364	364	30.438
365	365	0
366	366	56.49
367	367	0
368	368	11.454
369	369	0
370	370	35.604
371	371	0
372	372	0
373	373	28.836
374	374	0
375	375	24.765
376	376	0
377	377	90.387
378	378	0
379	379	13.011
380	380	0
381	381	10.131
382	382	0
383	383	29.946
384	384	0
385	385	36.621
386	386	0
387	387	0
388	388	0
389	389	0
390	390	0
391	391	0
392	392	0
393	393	0
394	394	0
395	395	0
396	396	0
397	397	39.954
398	398	16.767
399	399	0
400	400	23.025
401	401	0
402	402	88.347
403	403	0
404	404	19.77
405	405	0
406	406	5.25
407	407	0
408	408	0
409	409	0
410	410	0
411	411	0
412	412	0
413	413	0
414	414	0
415	415	0
416	416	6.063
417	417	0
418	418	63.615
419	419	0
420	420	5.226
421	421	0
422	422	49.179
423	423	0
424	424	157.095
425	425	0
426	426	0
427	427	14.433
428	428	0
429	429	0
430	430	0
431	431	0
432	432	0
433	433	0
434	434	0
435	435	0
436	436	0
437	437	0
438	438	0
439	439	0
440	440	0
441	441	0
442	442	0
443	443	0
444	444	0
445	445	0
446	446	88.683
447	447	0
448	448	57.558
449	449	0
450	450	1.122
451	451	2.211
452	452	11.163
453	453	0
454	454	0
455	455	0
456	456	0
457	457	0
458	458	0
459	459	74.469
460	460	26.343
461	461	91.722
462	462	0
463	463	0
464	464	0
465	465	12.522
466	466	43.338
467	467	0.807
468	468	3.762
469	469	128.532
470	470	42.558
471	471	0
472	472	49.713
473	473	0.999
474	474	7.002
475	475	0.162
476	476	59.856
477	477	10.602
478	478	1.776
479	479	0
480	480	0
481	481	0
482	482	0
483	483	0
484	484	0
485	485	27.879
486	486	68.535
487	487	11.667
488	488	97.896
489	489	0.369
490	490	29.811
491	491	119.529
492	492	59.541
493	493	4.047
494	494	0
495	495	75.174
496	496	0
497	497	0
498	498	0
499	499	122.325
500	500	3.732
;

# Loads the data for the GENs and assigns the columns
param: GEND: genD_bus genD_minUP genD_minDN genD_status genD_Pmax genD_Pmin genC_Startup genC_Cost
genC_NLoad SPRamp NSRamp HRamp StartRamp gen_Style:=
1	9	10	10	1	771.8	231.54	0	19	1424.48	128.6333333	0	771.8	771.8	0
2	16	4	4	1	444.45	133.33	0	5.867	1266.47	74.075	0	444.45	444.45	0
3	17	8	8	1	888.9	266.67	0	8.412	1319.13	148.15	0	888.9	888.9	0
